City,Economic Need Index,School Income Estimate,Percent ELL,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Average Proficiency
BRONX,0.924,22392.38,16%,92%,30%,87%,Approaching Target,83%,Meeting Target,81%,Approaching Target,74%,Approaching Target,83%,Approaching Target,85%,Meeting Target,Meeting Target,2.19,2.45,2.32
BRONX,0.957,22507.91,12%,89%,48%,92%,Meeting Target,88%,Meeting Target,88%,Approaching Target,82%,Meeting Target,84%,Approaching Target,91%,Meeting Target,Approaching Target,2.06,2.12,2.09
BRONX,0.912,18984.33,10%,93%,25%,93%,Meeting Target,95%,Meeting Target,92%,Exceeding Target,91%,Exceeding Target,84%,Meeting Target,96%,Exceeding Target,Meeting Target,2.29,2.33,2.31
BRONX,0.879,26508.27,9%,90%,41%,92%,Exceeding Target,91%,Exceeding Target,93%,Meeting Target,80%,Meeting Target,82%,Approaching Target,92%,Meeting Target,Meeting Target,2.32,2.41,2.365
BRONX,0.906,25153.14,19%,91%,37%,90%,Approaching Target,87%,Meeting Target,91%,Meeting Target,71%,Approaching Target,79%,Approaching Target,86%,Meeting Target,Meeting Target,2.33,2.48,2.405
BRONX,0.899,23737.32,30%,92%,33%,94%,Meeting Target,92%,Meeting Target,90%,Meeting Target,83%,Meeting Target,85%,Meeting Target,96%,Exceeding Target,Meeting Target,2.31,2.35,2.33
BRONX,0.928,22649.64,16%,93%,22%,90%,Meeting Target,90%,Exceeding Target,89%,Exceeding Target,84%,Meeting Target,87%,Meeting Target,93%,Exceeding Target,Meeting Target,2.28,2.64,2.46
BRONX,0.923,23020.7,47%,92%,30%,75%,Not Meeting Target,86%,Meeting Target,83%,Approaching Target,81%,Meeting Target,88%,Meeting Target,90%,Meeting Target,Approaching Target,1.97,2.04,2.005
BRONX,0.498,66619.65,5%,93%,22%,94%,Meeting Target,96%,Exceeding Target,98%,Exceeding Target,91%,Exceeding Target,84%,Meeting Target,97%,Exceeding Target,Meeting Target,2.61,2.8,2.705
BRONX,0.779,39933.44,16%,93%,24%,94%,Meeting Target,95%,Meeting Target,96%,Meeting Target,86%,Meeting Target,87%,Meeting Target,96%,Exceeding Target,Exceeding Target,2.6,2.73,2.665
BRONX,0.922,27859.91,18%,92%,31%,88%,Meeting Target,84%,Meeting Target,86%,Meeting Target,68%,Approaching Target,77%,Not Meeting Target,84%,Approaching Target,Meeting Target,2.1,2.18,2.14
BRONX,0.896,23837.79,11%,91%,35%,89%,Meeting Target,94%,Exceeding Target,92%,Meeting Target,86%,Meeting Target,85%,Meeting Target,95%,Meeting Target,Meeting Target,2.15,2.35,2.25
BRONX,0.751,47598.42,8%,93%,22%,94%,Exceeding Target,86%,Exceeding Target,92%,Meeting Target,79%,Meeting Target,81%,Approaching Target,88%,Meeting Target,Exceeding Target,2.72,3.02,2.87
BRONX,0.511,57078.08,7%,93%,22%,93%,Meeting Target,93%,Exceeding Target,86%,Meeting Target,91%,Exceeding Target,79%,Approaching Target,93%,Exceeding Target,Exceeding Target,2.66,2.87,2.765
BRONX,0.761,46642.64,5%,91%,35%,91%,Meeting Target,87%,Exceeding Target,89%,Meeting Target,79%,Meeting Target,83%,Meeting Target,91%,Meeting Target,Meeting Target,2.33,2.44,2.385
BRONX,0.922,23987.16,13%,91%,36%,93%,Exceeding Target,92%,Meeting Target,91%,Meeting Target,83%,Meeting Target,80%,Approaching Target,93%,Meeting Target,Meeting Target,2.24,2.34,2.29
BRONX,0.667,42885.01,9%,93%,28%,96%,Meeting Target,95%,Meeting Target,95%,Exceeding Target,87%,Meeting Target,93%,Exceeding Target,96%,Exceeding Target,Approaching Target,2.26,2.32,2.29
BRONX,0.86,27710.67,5%,92%,31%,94%,Meeting Target,95%,Meeting Target,91%,Meeting Target,91%,Exceeding Target,82%,Approaching Target,95%,Meeting Target,Meeting Target,2.32,2.34,2.33
BRONX,0.913,27853.77,9%,90%,43%,95%,Meeting Target,93%,Meeting Target,92%,Meeting Target,84%,Meeting Target,83%,Approaching Target,92%,Meeting Target,Meeting Target,2.21,2.24,2.225
BRONX,0.8,39485.31,25%,94%,21%,84%,Approaching Target,89%,Meeting Target,92%,Meeting Target,83%,Meeting Target,86%,Meeting Target,94%,Exceeding Target,Meeting Target,2.41,2.68,2.545
BRONX,0.872,24977.29,23%,92%,27%,95%,Meeting Target,92%,Meeting Target,93%,Meeting Target,85%,Meeting Target,86%,Meeting Target,95%,Exceeding Target,Meeting Target,2.07,2.22,2.145
BRONX,0.851,35635.81,4%,89%,42%,94%,Approaching Target,97%,Exceeding Target,92%,Approaching Target,86%,Meeting Target,81%,Approaching Target,95%,Meeting Target,Approaching Target,2.32,2.39,2.355
BRONX,0.875,26763.23,11%,90%,40%,88%,Approaching Target,82%,Meeting Target,87%,Approaching Target,76%,Approaching Target,84%,Meeting Target,88%,Meeting Target,Meeting Target,2.16,2.36,2.26
BRONX,0.911,25203.54,13%,91%,36%,95%,Meeting Target,90%,Meeting Target,92%,Meeting Target,82%,Meeting Target,83%,Approaching Target,89%,Meeting Target,Approaching Target,2.25,2.27,2.26
BRONX,0.913,28256.04,26%,91%,35%,80%,Approaching Target,83%,Meeting Target,89%,Meeting Target,73%,Approaching Target,83%,Approaching Target,85%,Approaching Target,Meeting Target,2.19,2.39,2.29
BRONX,0.73,45924.94,4%,92%,32%,85%,Meeting Target,75%,Meeting Target,82%,Approaching Target,59%,Not Meeting Target,80%,Not Meeting Target,82%,Approaching Target,Meeting Target,2.59,2.77,2.68
BRONX,0.388,67098.68,1%,95%,13%,90%,Meeting Target,94%,Meeting Target,96%,Exceeding Target,86%,Exceeding Target,90%,Meeting Target,98%,Exceeding Target,Exceeding Target,2.94,3.1,3.02
BRONX,0.915,26448.84,24%,89%,46%,89%,Approaching Target,80%,Approaching Target,91%,Approaching Target,62%,Not Meeting Target,78%,Approaching Target,85%,Approaching Target,Meeting Target,2.22,2.21,2.215
BRONX,0.891,25876.53,18%,92%,34%,95%,Meeting Target,96%,Meeting Target,97%,Meeting Target,95%,Exceeding Target,86%,Meeting Target,98%,Exceeding Target,Meeting Target,2.27,2.54,2.405
BRONX,0.903,28830.61,12%,88%,44%,85%,Meeting Target,77%,Meeting Target,89%,Approaching Target,68%,Approaching Target,80%,Approaching Target,86%,Approaching Target,Approaching Target,2.28,2.45,2.365
BRONX,0.923,26475.48,25%,92%,33%,95%,Exceeding Target,94%,Meeting Target,92%,Meeting Target,83%,Meeting Target,84%,Meeting Target,93%,Meeting Target,Approaching Target,2.31,2.32,2.315
BRONX,0.922,25532.54,32%,91%,33%,90%,Meeting Target,80%,Approaching Target,89%,Meeting Target,50%,Not Meeting Target,93%,Meeting Target,62%,Not Meeting Target,Exceeding Target,2.28,2.47,2.375
BRONX,0.834,27766.12,25%,93%,23%,89%,Approaching Target,87%,Exceeding Target,86%,Meeting Target,76%,Approaching Target,81%,Approaching Target,92%,Meeting Target,Meeting Target,2.28,2.48,2.38
BRONX,0.935,24249.23,16%,90%,37%,88%,Approaching Target,91%,Exceeding Target,86%,Approaching Target,88%,Exceeding Target,90%,Meeting Target,93%,Meeting Target,Meeting Target,2.18,2.25,2.215
BRONX,0.919,23994.98,25%,90%,42%,91%,Meeting Target,88%,Meeting Target,92%,Approaching Target,81%,Meeting Target,80%,Approaching Target,88%,Approaching Target,Exceeding Target,2.42,2.63,2.525
BRONX,0.939,19445.65,11%,92%,28%,86%,Approaching Target,78%,Approaching Target,83%,Approaching Target,74%,Approaching Target,81%,Approaching Target,90%,Meeting Target,Approaching Target,2.04,2.15,2.095
BRONX,0.91,25416.2,20%,90%,43%,87%,Approaching Target,79%,Approaching Target,86%,Approaching Target,69%,Not Meeting Target,79%,Not Meeting Target,80%,Not Meeting Target,Meeting Target,2.17,2.32,2.245
BRONX,0.89,25772.81,19%,90%,39%,96%,Exceeding Target,94%,Exceeding Target,94%,Meeting Target,88%,Exceeding Target,86%,Meeting Target,95%,Exceeding Target,Exceeding Target,2.55,2.65,2.6
BRONX,0.916,28190.58,25%,91%,37%,88%,Meeting Target,87%,Meeting Target,84%,Approaching Target,82%,Meeting Target,82%,Approaching Target,90%,Meeting Target,Approaching Target,2.1,2.26,2.18
BRONX,0.891,22580.13,22%,90%,41%,85%,Approaching Target,82%,Approaching Target,82%,Approaching Target,68%,Approaching Target,83%,Approaching Target,83%,Approaching Target,Approaching Target,2.07,2.1,2.085
BRONX,0.874,26397.05,25%,91%,32%,79%,Approaching Target,69%,Approaching Target,73%,Approaching Target,57%,Not Meeting Target,79%,Approaching Target,77%,Approaching Target,Approaching Target,2.19,2.17,2.18
BRONX,0.91,21689.93,12%,93%,25%,83%,Meeting Target,83%,Meeting Target,82%,Meeting Target,68%,Approaching Target,82%,Approaching Target,86%,Approaching Target,Meeting Target,2.33,2.4,2.365
BRONX,0.904,26823.06,33%,92%,31%,95%,Meeting Target,93%,Meeting Target,95%,Meeting Target,86%,Meeting Target,83%,Approaching Target,93%,Meeting Target,Approaching Target,2.07,2.19,2.13
BRONX,0.91,22701.33,22%,91%,36%,89%,Approaching Target,79%,Approaching Target,85%,Meeting Target,70%,Approaching Target,79%,Not Meeting Target,79%,Approaching Target,Approaching Target,2.27,2.17,2.22
BRONX,0.928,22702.97,13%,89%,44%,95%,Meeting Target,76%,Approaching Target,71%,Approaching Target,60%,Not Meeting Target,75%,Not Meeting Target,74%,Not Meeting Target,Approaching Target,2.07,2.18,2.125
BRONX,0.928,25534.74,32%,93%,26%,77%,Approaching Target,55%,Approaching Target,69%,Approaching Target,48%,Not Meeting Target,78%,Approaching Target,67%,Not Meeting Target,Meeting Target,2.3,2.42,2.36
BRONX,0.901,26634.37,29%,91%,34%,87%,Approaching Target,79%,Approaching Target,87%,Approaching Target,69%,Approaching Target,82%,Approaching Target,82%,Approaching Target,Approaching Target,2.21,2.31,2.26
BRONX,0.865,21870,10%,94%,18%,89%,Meeting Target,95%,Exceeding Target,92%,Meeting Target,89%,Exceeding Target,87%,Meeting Target,98%,Exceeding Target,Exceeding Target,2.46,2.65,2.555
BRONX,0.861,25919.64,31%,94%,18%,89%,Meeting Target,84%,Meeting Target,89%,Meeting Target,76%,Approaching Target,82%,Approaching Target,88%,Meeting Target,Meeting Target,2.45,2.56,2.505
BRONX,0.882,26958.39,12%,93%,20%,93%,Meeting Target,93%,Meeting Target,92%,Exceeding Target,85%,Meeting Target,87%,Meeting Target,93%,Meeting Target,Approaching Target,2.19,2.28,2.235
BRONX,0.898,27970.3,32%,92%,31%,95%,Meeting Target,93%,Meeting Target,90%,Meeting Target,82%,Meeting Target,83%,Meeting Target,94%,Meeting Target,Meeting Target,2.24,2.22,2.23
BRONX,0.876,26370.44,22%,93%,24%,93%,Meeting Target,90%,Exceeding Target,88%,Meeting Target,89%,Exceeding Target,90%,Exceeding Target,94%,Exceeding Target,Approaching Target,2.1,2.22,2.16
BRONX,0.909,30300.35,19%,91%,38%,90%,Meeting Target,92%,Meeting Target,84%,Meeting Target,81%,Meeting Target,87%,Meeting Target,92%,Meeting Target,Meeting Target,2.14,2.35,2.245
BRONX,0.864,25544.48,10%,91%,37%,97%,Meeting Target,90%,Meeting Target,87%,Meeting Target,83%,Meeting Target,83%,Meeting Target,91%,Meeting Target,Meeting Target,2.35,2.54,2.445
BRONX,0.746,41223.11,20%,96%,5%,97%,Exceeding Target,97%,Exceeding Target,98%,Exceeding Target,92%,Exceeding Target,88%,Meeting Target,99%,Exceeding Target,Meeting Target,2.63,2.97,2.8
BRONX,0.8,33601.34,25%,93%,29%,89%,Meeting Target,90%,Exceeding Target,93%,Meeting Target,80%,Meeting Target,79%,Approaching Target,92%,Meeting Target,Exceeding Target,2.43,2.64,2.535
BRONX,0.923,26516.8,27%,90%,40%,91%,Meeting Target,87%,Meeting Target,88%,Approaching Target,71%,Approaching Target,83%,Approaching Target,88%,Meeting Target,Meeting Target,2.16,2.39,2.275
BRONX,0.852,28779.66,7%,95%,16%,86%,Approaching Target,86%,Meeting Target,85%,Meeting Target,79%,Meeting Target,84%,Meeting Target,91%,Meeting Target,Exceeding Target,2.57,2.84,2.705
BRONX,0.806,34155.6,19%,92%,29%,88%,Approaching Target,82%,Meeting Target,84%,Meeting Target,69%,Approaching Target,75%,Not Meeting Target,85%,Approaching Target,Meeting Target,2.32,2.34,2.33
BRONX,0.905,24966.63,13%,91%,34%,79%,Approaching Target,89%,Meeting Target,82%,Approaching Target,78%,Meeting Target,81%,Approaching Target,91%,Meeting Target,Meeting Target,2.13,2.14,2.135
BRONX,0.227,81320.51,3%,94%,13%,82%,Approaching Target,71%,Approaching Target,86%,Approaching Target,57%,Not Meeting Target,85%,Approaching Target,77%,Not Meeting Target,Meeting Target,2.87,3.09,2.98
BRONX,0.925,22737.12,13%,93%,28%,97%,Exceeding Target,96%,Exceeding Target,96%,Exceeding Target,89%,Exceeding Target,84%,Meeting Target,97%,Exceeding Target,Meeting Target,2.31,2.42,2.365
BRONX,0.91,27633.11,26%,92%,31%,88%,Meeting Target,89%,Meeting Target,91%,Meeting Target,78%,Meeting Target,91%,Exceeding Target,92%,Meeting Target,Meeting Target,2.15,2.33,2.24
BRONX,0.752,69064.16,15%,92%,33%,93%,Meeting Target,92%,Meeting Target,85%,Approaching Target,86%,Meeting Target,88%,Meeting Target,92%,Meeting Target,Meeting Target,2.37,2.55,2.46
BRONX,0.906,26555.51,40%,92%,29%,90%,Meeting Target,87%,Meeting Target,89%,Meeting Target,76%,Approaching Target,81%,Approaching Target,92%,Meeting Target,Meeting Target,2.08,2.24,2.16
BRONX,0.714,32539.98,4%,94%,21%,99%,Exceeding Target,90%,Meeting Target,98%,Meeting Target,84%,Meeting Target,83%,Meeting Target,96%,Exceeding Target,Approaching Target,2.49,2.54,2.515
BRONX,0.896,24568.96,26%,92%,25%,91%,Meeting Target,87%,Meeting Target,88%,Meeting Target,79%,Meeting Target,84%,Meeting Target,90%,Meeting Target,Meeting Target,2.27,2.2,2.235
BRONX,0.821,36131.36,14%,93%,25%,97%,Exceeding Target,93%,Exceeding Target,93%,Meeting Target,88%,Exceeding Target,82%,Approaching Target,95%,Exceeding Target,Exceeding Target,2.7,3.01,2.855
BRONX,0.934,22046.2,15%,91%,38%,94%,Meeting Target,94%,Meeting Target,92%,Meeting Target,89%,Exceeding Target,92%,Exceeding Target,96%,Exceeding Target,Meeting Target,2.13,2.3,2.215
BRONX,0.357,71366.79,8%,94%,17%,93%,Exceeding Target,92%,Exceeding Target,99%,Exceeding Target,83%,Meeting Target,90%,Exceeding Target,96%,Exceeding Target,Meeting Target,2.81,3.08,2.945
BRONX,0.925,23548.89,22%,91%,35%,84%,Approaching Target,82%,Meeting Target,82%,Approaching Target,70%,Approaching Target,81%,Approaching Target,85%,Approaching Target,Approaching Target,2.02,2.05,2.035
BRONX,0.878,33865.07,30%,94%,20%,95%,Meeting Target,95%,Exceeding Target,93%,Exceeding Target,88%,Exceeding Target,83%,Meeting Target,96%,Exceeding Target,Exceeding Target,2.47,2.8,2.635
BRONX,0.903,29919.76,38%,91%,36%,82%,Approaching Target,76%,Approaching Target,80%,Approaching Target,66%,Not Meeting Target,78%,Approaching Target,75%,Not Meeting Target,Exceeding Target,2.33,2.52,2.425
BRONX,0.862,33404.63,26%,91%,34%,86%,Approaching Target,86%,Approaching Target,88%,Approaching Target,74%,Approaching Target,82%,Approaching Target,93%,Meeting Target,Approaching Target,2.17,2.22,2.195
BRONX,0.907,23307.95,30%,93%,26%,99%,Meeting Target,99%,Meeting Target,96%,Meeting Target,93%,Exceeding Target,93%,Exceeding Target,100%,Exceeding Target,Meeting Target,2.33,2.43,2.38
BRONX,0.887,23907.92,20%,93%,26%,88%,Meeting Target,91%,Meeting Target,93%,Meeting Target,80%,Meeting Target,83%,Approaching Target,94%,Exceeding Target,Meeting Target,2.4,2.51,2.455
BRONX,0.903,30205.5,22%,93%,23%,82%,Approaching Target,80%,Approaching Target,86%,Meeting Target,70%,Approaching Target,81%,Approaching Target,85%,Approaching Target,Meeting Target,2.22,2.34,2.28
BRONX,0.88,34941.39,27%,92%,30%,81%,Approaching Target,82%,Approaching Target,86%,Approaching Target,67%,Approaching Target,84%,Meeting Target,91%,Meeting Target,Meeting Target,2.13,2.3,2.215
BRONX,0.918,26313.1,29%,93%,26%,90%,Meeting Target,92%,Meeting Target,88%,Meeting Target,89%,Exceeding Target,87%,Meeting Target,93%,Meeting Target,Meeting Target,2.26,2.33,2.295
BRONX,0.837,37116.54,12%,93%,22%,95%,Exceeding Target,92%,Exceeding Target,96%,Exceeding Target,84%,Meeting Target,81%,Approaching Target,94%,Exceeding Target,Exceeding Target,2.48,2.66,2.57
BRONX,0.923,24753.36,24%,91%,30%,97%,Meeting Target,96%,Meeting Target,97%,Exceeding Target,93%,Exceeding Target,86%,Meeting Target,98%,Exceeding Target,Exceeding Target,2.4,2.67,2.535
BRONX,0.91,23044.61,17%,92%,27%,86%,Approaching Target,76%,Approaching Target,88%,Meeting Target,69%,Approaching Target,84%,Approaching Target,85%,Meeting Target,Meeting Target,2.19,2.3,2.245
BRONX,0.836,35736.86,25%,95%,16%,91%,Meeting Target,93%,Meeting Target,90%,Meeting Target,85%,Meeting Target,84%,Approaching Target,96%,Exceeding Target,Approaching Target,2.27,2.43,2.35
BRONX,0.874,36529.19,15%,93%,21%,93%,Meeting Target,84%,Exceeding Target,92%,Meeting Target,74%,Approaching Target,82%,Approaching Target,86%,Approaching Target,Meeting Target,2.23,2.56,2.395
BRONX,0.868,26738.54,16%,94%,19%,95%,Exceeding Target,93%,Exceeding Target,80%,Meeting Target,90%,Exceeding Target,87%,Meeting Target,89%,Meeting Target,Exceeding Target,2.46,2.61,2.535
BRONX,0.909,33837.87,23%,92%,30%,90%,Meeting Target,95%,Exceeding Target,93%,Meeting Target,86%,Meeting Target,83%,Approaching Target,97%,Exceeding Target,Meeting Target,2.29,2.52,2.405
BRONX,0.421,54446.9,3%,94%,11%,95%,Meeting Target,95%,Meeting Target,94%,Meeting Target,91%,Exceeding Target,91%,Exceeding Target,96%,Exceeding Target,Approaching Target,2.74,2.95,2.845
BRONX,0.794,39138.83,14%,91%,31%,88%,Approaching Target,82%,Meeting Target,90%,Meeting Target,67%,Not Meeting Target,79%,Approaching Target,86%,Approaching Target,Approaching Target,2.22,2.13,2.175
BRONX,0.918,23846.2,30%,94%,20%,91%,Meeting Target,89%,Meeting Target,90%,Meeting Target,85%,Meeting Target,78%,Not Meeting Target,93%,Meeting Target,Approaching Target,2.23,2.3,2.265
BRONX,0.931,23981.38,29%,93%,23%,83%,Approaching Target,83%,Meeting Target,89%,Meeting Target,72%,Approaching Target,83%,Approaching Target,86%,Approaching Target,Approaching Target,2.23,2.25,2.24
BRONX,0.893,28539.68,18%,93%,23%,86%,Meeting Target,87%,Exceeding Target,87%,Meeting Target,81%,Meeting Target,87%,Meeting Target,90%,Meeting Target,Meeting Target,2.3,2.38,2.34
BRONX,0.772,45746.42,4%,90%,37%,90%,Meeting Target,87%,Meeting Target,90%,Meeting Target,81%,Meeting Target,85%,Approaching Target,88%,Meeting Target,Approaching Target,2.25,2.37,2.31
BRONX,0.35,62840.53,8%,95%,9%,96%,Meeting Target,96%,Exceeding Target,89%,Meeting Target,94%,Exceeding Target,83%,Meeting Target,95%,Exceeding Target,Approaching Target,2.81,2.98,2.895
BRONX,0.783,36662.41,7%,90%,39%,88%,Approaching Target,91%,Approaching Target,86%,Approaching Target,76%,Approaching Target,79%,Approaching Target,93%,Meeting Target,Approaching Target,2.23,2.31,2.27
BRONX,0.833,35475.19,9%,90%,39%,97%,Meeting Target,95%,Meeting Target,94%,Meeting Target,92%,Exceeding Target,87%,Meeting Target,96%,Exceeding Target,Exceeding Target,2.42,2.57,2.495
BRONX,0.617,58477.18,1%,93%,23%,87%,Exceeding Target,81%,Approaching Target,87%,Meeting Target,70%,Approaching Target,82%,Approaching Target,80%,Not Meeting Target,Meeting Target,2.34,2.45,2.395
BRONX,0.716,40759.79,13%,93%,25%,88%,Meeting Target,79%,Approaching Target,88%,Meeting Target,67%,Approaching Target,83%,Approaching Target,85%,Meeting Target,Approaching Target,2.25,2.36,2.305
BRONX,0.759,50205.02,4%,91%,34%,89%,Approaching Target,90%,Meeting Target,91%,Approaching Target,77%,Meeting Target,80%,Approaching Target,89%,Approaching Target,Approaching Target,2.21,2.3,2.255
BRONX,0.611,51523.99,12%,95%,11%,85%,Meeting Target,87%,Exceeding Target,84%,Meeting Target,76%,Approaching Target,77%,Approaching Target,87%,Meeting Target,Meeting Target,2.6,2.76,2.68
BRONX,0.688,52080.62,2%,94%,18%,91%,Approaching Target,85%,Meeting Target,84%,Meeting Target,82%,Meeting Target,82%,Approaching Target,92%,Meeting Target,Meeting Target,2.32,2.51,2.415
BRONX,0.737,42125.55,21%,93%,22%,88%,Meeting Target,85%,Meeting Target,82%,Meeting Target,82%,Meeting Target,78%,Approaching Target,87%,Approaching Target,Meeting Target,2.3,2.29,2.295
BRONX,0.774,38623.61,8%,91%,32%,95%,Meeting Target,94%,Meeting Target,96%,Meeting Target,86%,Meeting Target,82%,Approaching Target,94%,Meeting Target,Meeting Target,2.41,2.64,2.525
BRONX,0.541,66488.21,4%,94%,20%,93%,Exceeding Target,81%,Meeting Target,92%,Meeting Target,68%,Approaching Target,87%,Meeting Target,86%,Meeting Target,Meeting Target,2.53,2.71,2.62
BRONX,0.813,32671.09,18%,91%,35%,94%,Meeting Target,94%,Meeting Target,94%,Meeting Target,88%,Meeting Target,81%,Approaching Target,95%,Meeting Target,Meeting Target,2.34,2.31,2.325
BRONX,0.802,41002.93,20%,93%,23%,88%,Approaching Target,77%,Approaching Target,88%,Meeting Target,64%,Not Meeting Target,73%,Not Meeting Target,80%,Approaching Target,Meeting Target,2.42,2.58,2.5
BRONX,0.706,44552.48,14%,93%,23%,94%,Meeting Target,92%,Meeting Target,92%,Approaching Target,85%,Meeting Target,82%,Approaching Target,94%,Meeting Target,Meeting Target,2.54,2.76,2.65
BRONX,0.55,53439.93,11%,94%,17%,92%,Exceeding Target,80%,Meeting Target,93%,Meeting Target,67%,Approaching Target,79%,Approaching Target,84%,Meeting Target,Meeting Target,2.72,2.92,2.82
BRONX,0.779,39415.18,8%,91%,34%,78%,Approaching Target,64%,Approaching Target,79%,Approaching Target,50%,Not Meeting Target,77%,Not Meeting Target,73%,Approaching Target,Approaching Target,2.12,2.15,2.135
BRONX,0.904,26709.85,5%,91%,44%,90%,Approaching Target,94%,Meeting Target,91%,Approaching Target,87%,Meeting Target,85%,Meeting Target,96%,Exceeding Target,Approaching Target,2.08,2.09,2.085
BRONX,0.666,44929.61,6%,93%,26%,91%,Meeting Target,83%,Meeting Target,95%,Meeting Target,66%,Not Meeting Target,80%,Approaching Target,85%,Meeting Target,Approaching Target,2.45,2.69,2.57
BRONX,0.443,47216.26,1%,95%,15%,90%,Exceeding Target,91%,Meeting Target,90%,Exceeding Target,84%,Meeting Target,85%,Meeting Target,96%,Exceeding Target,Meeting Target,2.77,3.01,2.89
BRONX,0.512,51302.5,6%,94%,18%,91%,Meeting Target,90%,Meeting Target,93%,Meeting Target,82%,Meeting Target,83%,Approaching Target,94%,Exceeding Target,Approaching Target,2.31,2.25,2.28
BRONX,0.672,54024.91,3%,94%,21%,96%,Exceeding Target,93%,Exceeding Target,96%,Meeting Target,88%,Meeting Target,86%,Meeting Target,91%,Meeting Target,Meeting Target,2.5,2.73,2.615
BRONX,0.247,73103.77,2%,95%,13%,93%,Meeting Target,96%,Meeting Target,85%,Meeting Target,88%,Meeting Target,87%,Meeting Target,90%,Meeting Target,Meeting Target,2.86,3.03,2.945
BRONX,0.535,44313.87,3%,95%,15%,93%,Meeting Target,83%,Meeting Target,88%,Approaching Target,75%,Approaching Target,78%,Approaching Target,88%,Meeting Target,Meeting Target,2.41,2.6,2.505
BRONX,0.742,43493.31,4%,92%,30%,88%,Meeting Target,92%,Exceeding Target,84%,Meeting Target,88%,Exceeding Target,84%,Meeting Target,94%,Exceeding Target,Meeting Target,2.37,2.54,2.455
BRONX,0.764,45253.24,14%,95%,16%,92%,Exceeding Target,87%,Exceeding Target,85%,Meeting Target,79%,Meeting Target,76%,Not Meeting Target,88%,Meeting Target,Meeting Target,2.5,2.82,2.66
BRONX,0.647,45355.72,6%,95%,10%,91%,Meeting Target,88%,Meeting Target,87%,Exceeding Target,86%,Meeting Target,82%,Approaching Target,90%,Meeting Target,Meeting Target,2.65,2.76,2.705
BRONX,0.932,23200.82,10%,89%,45%,89%,Approaching Target,88%,Approaching Target,83%,Not Meeting Target,67%,Not Meeting Target,82%,Approaching Target,88%,Approaching Target,Approaching Target,2.12,2.22,2.17
BRONX,0.919,25112.45,16%,90%,40%,94%,Meeting Target,73%,Approaching Target,72%,Approaching Target,51%,Not Meeting Target,81%,Approaching Target,74%,Not Meeting Target,Approaching Target,2.26,2.35,2.305
BRONX,0.856,33612.34,25%,93%,24%,97%,Meeting Target,94%,Meeting Target,96%,Meeting Target,84%,Meeting Target,85%,Meeting Target,94%,Exceeding Target,Meeting Target,2.3,2.28,2.29
BRONX,0.899,26933.86,14%,90%,42%,95%,Meeting Target,95%,Meeting Target,95%,Meeting Target,88%,Meeting Target,84%,Meeting Target,94%,Meeting Target,Meeting Target,2.28,2.33,2.305
BRONX,0.87,24190.42,7%,94%,17%,94%,Approaching Target,87%,Meeting Target,92%,Meeting Target,71%,Approaching Target,89%,Meeting Target,77%,Not Meeting Target,Meeting Target,2.17,2.44,2.305
BRONX,0.892,27311.75,12%,92%,31%,87%,Meeting Target,85%,Meeting Target,87%,Meeting Target,69%,Approaching Target,82%,Approaching Target,87%,Approaching Target,Approaching Target,2.2,2.2,2.2
BRONX,0.908,21576.71,7%,91%,38%,87%,Meeting Target,84%,Meeting Target,85%,Approaching Target,73%,Approaching Target,80%,Approaching Target,79%,Not Meeting Target,Meeting Target,2.19,2.3,2.245
BRONX,0.923,24153.23,19%,90%,42%,82%,Not Meeting Target,78%,Approaching Target,81%,Not Meeting Target,65%,Not Meeting Target,85%,Meeting Target,85%,Approaching Target,Approaching Target,2,1.9,1.95
BRONX,0.889,25141.36,11%,91%,37%,83%,Approaching Target,84%,Exceeding Target,87%,Approaching Target,72%,Approaching Target,82%,Approaching Target,84%,Approaching Target,Meeting Target,2.33,2.35,2.34
BRONX,0.877,24836.47,22%,91%,35%,92%,Meeting Target,91%,Meeting Target,90%,Approaching Target,81%,Meeting Target,84%,Approaching Target,93%,Meeting Target,Approaching Target,2.19,2.26,2.225
BRONX,0.913,27483.68,26%,92%,29%,90%,Approaching Target,91%,Approaching Target,89%,Approaching Target,82%,Meeting Target,85%,Meeting Target,92%,Meeting Target,Approaching Target,2.07,2.19,2.13
BRONX,0.869,23881.24,24%,92%,30%,87%,Approaching Target,79%,Approaching Target,86%,Approaching Target,65%,Not Meeting Target,82%,Approaching Target,81%,Approaching Target,Meeting Target,2.22,2.36,2.29
BRONX,0.891,26962.88,19%,91%,35%,89%,Approaching Target,90%,Meeting Target,84%,Approaching Target,84%,Meeting Target,78%,Approaching Target,90%,Meeting Target,Meeting Target,2.15,2.26,2.205
BRONX,0.867,26979.39,10%,91%,33%,85%,Meeting Target,89%,Exceeding Target,82%,Meeting Target,86%,Meeting Target,78%,Approaching Target,90%,Meeting Target,Meeting Target,2.24,2.36,2.3
